ClienteID,CPF_CNPJ,NomeCliente,UF,DataCadastro
CLI000497,62843398568,Cliente 497,MG,2025-07-19
CLI000498,33145019698,Cliente 498,RN,2024-02-09
CLI000499,96779300113,Cliente 499,RN,2025-01-20
CLI000500,49630800580,Cliente 500,MG,2024-06-20
CLI000501,67398354536,Cliente 501,BA,2023-10-19
CLI000502,83243158992,Cliente 502,AM,2024-03-05
CLI000503,49763920533,Cliente 503,PE,2023-08-23
CLI000504,56760681069,Cliente 504,AM,2025-06-18
CLI000505,63225338541,Cliente 505,CE,2025-01-26
CLI000506,67991211286,Cliente 506,MG,2024-01-04
CLI000507,48632586990,Cliente 507,RN,2024-02-08
CLI000508,75955795605,Cliente 508,DF,2024-04-09
CLI000509,92588009536,Cliente 509,RJ,2024-02-13
CLI000510,13540942683,Cliente 510,RS,2023-08-27
CLI000511,77416098757,Cliente 511,SP,2024-02-23
CLI000512,23763680765,Cliente 512,PE,2024-09-09
CLI000513,45663007764,Cliente 513,PA,2024-06-16
CLI000514,35788831211,Cliente 514,CE,2025-08-01
CLI000515,19898469131,Cliente 515,AM,2024-03-02
CLI000516,55923972478,Cliente 516,GO,2023-12-30
CLI000517,55670389372,Cliente 517,GO,2024-05-05
CLI000518,64271063183,Cliente 518,AM,2023-08-18
CLI000519,59661953191,Cliente 519,MG,2025-07-03
CLI000520,27193295387,Cliente 520,RN,2024-03-19
CLI000521,23353058113,Cliente 521,PE,2023-11-23
CLI000522,76802438085,Cliente 522,DF,2024-11-05
CLI000523,35432834559,Cliente 523,GO,2023-01-07
CLI000524,94650410021,Cliente 524,PE,2025-06-01
CLI000525,55909275262,Cliente 525,BA,2023-10-02
CLI000526,74768992965,Cliente 526,SC,2025-04-01
CLI000527,98788817503,Cliente 527,SP,2023-02-23
CLI000528,10723390072,Cliente 528,PE,2023-04-16
CLI000529,87698613308,Cliente 529,GO,2024-04-17
CLI000530,39034863414,Cliente 530,ES,2025-04-01
CLI000531,98984393666,Cliente 531,MG,2025-05-16
CLI000532,49550980109,Cliente 532,SC,2025-05-25
CLI000533,69865630688,Cliente 533,ES,2025-04-05
CLI000534,95879708254,Cliente 534,RS,2024-07-10
CLI000535,58985023946,Cliente 535,BA,2024-04-25
CLI000536,74462709876,Cliente 536,RJ,2024-03-10
CLI000537,34992312851,Cliente 537,CE,2023-04-21
CLI000538,28206101066,Cliente 538,RS,2023-09-30
CLI000539,19986306958,Cliente 539,PR,2024-07-22
CLI000540,86291591650,Cliente 540,RJ,2023-01-19
CLI000541,17880722682,Cliente 541,SC,2024-02-29
CLI000542,29963720501,Cliente 542,BA,2025-03-14
CLI000543,86278316783,Cliente 543,CE,2023-07-20
CLI000544,85381839735,Cliente 544,CE,2025-07-20
CLI000545,18378247022,Cliente 545,SP,2024-02-07
CLI000546,47220851282,Cliente 546,SP,2023-07-03
CLI000547,61083324840,Cliente 547,RN,2023-02-25
CLI000548,41569521261,Cliente 548,SP,2024-01-06
CLI000549,11105574051,Cliente 549,SC,2024-01-27
CLI000550,86194528730,Cliente 550,RN,2023-05-02
CLI000551,63429270203,Cliente 551,SP,2024-11-16
CLI000552,92232047608,Cliente 552,MG,2025-06-04
CLI000553,61818031150,Cliente 553,GO,2023-03-30
CLI000554,40558292556,Cliente 554,CE,2023-04-30
CLI000555,17285999977,Cliente 555,RN,2023-10-28
CLI000556,97185226703,Cliente 556,SC,2024-01-20
CLI000557,66724151571,Cliente 557,DF,2023-07-01
CLI000558,75706068018,Cliente 558,RS,2024-10-10
CLI000559,81715827647,Cliente 559,BA,2023-08-30
CLI000560,44993940835,Cliente 560,GO,2024-06-26
CLI000561,78701446060,Cliente 561,SC,2023-04-17
CLI000562,34807642057,Cliente 562,MG,2024-06-29
CLI000563,90284253217,Cliente 563,RS,2025-06-04
CLI000564,96235523219,Cliente 564,CE,2023-01-13
CLI000565,11678132069,Cliente 565,PR,2023-06-22
CLI000566,58893319833,Cliente 566,PR,2023-09-27
CLI000567,63010814726,Cliente 567,PA,2024-07-25
CLI000568,42914270790,Cliente 568,MG,2023-03-16
CLI000569,47595013609,Cliente 569,BA,2025-01-20
CLI000570,91529753504,Cliente 570,PR,2024-07-06
CLI000571,13925628435,Cliente 571,DF,2024-02-03
CLI000572,69681546851,Cliente 572,BA,2024-12-08
CLI000573,84662384797,Cliente 573,RS,2025-07-04
CLI000574,29332260863,Cliente 574,SP,2024-05-18
CLI000575,44850209381,Cliente 575,RN,2024-08-13
CLI000576,10123078362,Cliente 576,MG,2023-07-24
CLI000577,54739054610,Cliente 577,GO,2024-11-18
CLI000578,59642748674,Cliente 578,PR,2024-08-11
CLI000579,59682954087,Cliente 579,SC,2024-05-11
CLI000580,74535860099,Cliente 580,ES,2023-03-16
CLI000581,40704885525,Cliente 581,CE,2024-07-24
CLI000582,13312409913,Cliente 582,GO,2023-03-26
CLI000583,53941121185,Cliente 583,MG,2024-09-21
CLI000584,66644215566,Cliente 584,SP,2023-07-01
CLI000585,26125711381,Cliente 585,RJ,2025-04-13
CLI000586,94236086475,Cliente 586,MG,2025-01-09
CLI000587,99617671204,Cliente 587,PA,2023-08-16
CLI000588,58001236781,Cliente 588,PR,2023-08-22
CLI000589,12700746899,Cliente 589,BA,2023-01-17
CLI000590,66863037128,Cliente 590,SC,2024-02-29
CLI000591,70970010318,Cliente 591,ES,2025-04-13
CLI000592,72604383031,Cliente 592,CE,2023-06-18
CLI000593,72779348615,Cliente 593,AM,2023-06-23
CLI000594,43234610722,Cliente 594,PE,2025-04-24
CLI000595,54865011548,Cliente 595,SP,2023-09-02
CLI000596,81853077393,Cliente 596,CE,2023-08-07
CLI000597,93706942452,Cliente 597,RS,2024-02-06
CLI000598,74464758995,Cliente 598,RN,2024-11-29
CLI000599,28500707189,Cliente 599,DF,2025-01-18
CLI000600,95821827262,Cliente 600,SP,2023-10-12
CLI000601,30461260133,Cliente 601,RS,2024-06-02
CLI000602,76766555724,Cliente 602,MG,2023-10-24
CLI000603,97655106905,Cliente 603,AM,2024-10-25
CLI000604,13345109571,Cliente 604,BA,2024-07-23
CLI000605,78729755695,Cliente 605,AM,2024-10-02
CLI000606,49276938635,Cliente 606,SP,2023-05-06
CLI000607,40510200575,Cliente 607,RN,2024-03-14
CLI000608,56188519030,Cliente 608,CE,2024-12-28
CLI000609,97249971802,Cliente 609,RS,2023-09-22
CLI000610,13145206635,Cliente 610,DF,2025-06-13
CLI000611,14773759486,Cliente 611,PE,2025-05-19
CLI000612,76278704189,Cliente 612,PA,2023-11-19
CLI000613,41552790886,Cliente 613,MG,2023-07-23
CLI000614,81907066012,Cliente 614,PA,2025-02-24
CLI000615,75912760485,Cliente 615,DF,2024-05-19
CLI000616,68734155830,Cliente 616,PA,2023-10-02
CLI000617,13475968165,Cliente 617,GO,2024-06-17
CLI000618,36101723112,Cliente 618,MG,2025-01-17
CLI000619,26898130057,Cliente 619,SC,2025-05-17
CLI000620,56250358546,Cliente 620,SP,2024-05-21
CLI000621,98835783360,Cliente 621,PE,2023-08-29
CLI000622,39623478882,Cliente 622,CE,2025-02-18
CLI000623,84330838584,Cliente 623,SP,2024-01-16
CLI000624,51510412985,Cliente 624,SC,2024-05-18
CLI000625,84280519177,Cliente 625,RJ,2023-02-07
CLI000626,38605756863,Cliente 626,ES,2024-01-22
CLI000627,35102011220,Cliente 627,PE,2023-12-06
CLI000628,50916418038,Cliente 628,BA,2023-12-17
CLI000629,51261662294,Cliente 629,PA,2025-07-13
CLI000630,39189517106,Cliente 630,GO,2025-08-08
CLI000631,18027081249,Cliente 631,RJ,2023-01-26
CLI000632,45941556385,Cliente 632,PA,2023-04-10
CLI000633,34197431212,Cliente 633,PA,2023-12-28
CLI000634,97071253766,Cliente 634,SC,2023-08-25
CLI000635,89698451185,Cliente 635,GO,2023-07-05
CLI000636,75107708334,Cliente 636,SC,2024-07-14
CLI000637,33993813391,Cliente 637,PA,2025-06-22
CLI000638,81819136512,Cliente 638,AM,2024-08-23
CLI000639,80300875025,Cliente 639,RN,2023-03-15
CLI000640,96408210167,Cliente 640,SC,2024-11-03
CLI000641,56656587099,Cliente 641,SP,2025-02-23
CLI000642,90676168630,Cliente 642,GO,2023-06-21
CLI000643,74244012333,Cliente 643,PE,2024-05-10
CLI000644,35499631284,Cliente 644,ES,2024-03-05
CLI000645,85498669239,Cliente 645,DF,2024-02-13
CLI000646,13507528472,Cliente 646,PE,2024-04-26
CLI000647,14470798402,Cliente 647,SP,2024-06-30
CLI000648,33031363146,Cliente 648,RJ,2024-02-02
CLI000649,82646407607,Cliente 649,CE,2024-10-25
CLI000650,57554151599,Cliente 650,RS,2024-07-18
CLI000651,30289275094,Cliente 651,RJ,2024-10-02
CLI000652,61059909288,Cliente 652,ES,2024-10-12
CLI000653,24071053249,Cliente 653,CE,2023-07-04
CLI000654,24085677613,Cliente 654,DF,2024-02-22
CLI000655,28317750060,Cliente 655,MG,2023-11-30
CLI000656,71915510832,Cliente 656,CE,2024-05-14
CLI000657,53810495741,Cliente 657,MG,2023-03-12
CLI000658,50264557616,Cliente 658,PA,2025-02-10
CLI000659,75325423313,Cliente 659,DF,2025-02-19
CLI000660,53210832392,Cliente 660,DF,2025-07-03
CLI000661,52006543212,Cliente 661,CE,2025-04-01
CLI000662,45831854873,Cliente 662,GO,2024-10-12
CLI000663,87805649671,Cliente 663,BA,2025-04-09
CLI000664,28606516748,Cliente 664,RJ,2024-11-03
CLI000665,52615489247,Cliente 665,RN,2023-09-19
CLI000666,42551501973,Cliente 666,PA,2024-08-17
CLI000667,99710171886,Cliente 667,DF,2025-03-07
CLI000668,21391567567,Cliente 668,RJ,2023-08-12
CLI000669,74288553933,Cliente 669,DF,2025-01-06
CLI000670,12233866389,Cliente 670,SP,2023-07-30
CLI000671,56944145884,Cliente 671,RJ,2024-11-15
CLI000672,62291237479,Cliente 672,CE,2024-12-09
CLI000673,78147657181,Cliente 673,PR,2023-02-17
CLI000674,70920498453,Cliente 674,SP,2023-07-09
CLI000675,53124746201,Cliente 675,DF,2025-01-26
CLI000676,52347416622,Cliente 676,PA,2024-10-18
CLI000677,18769689396,Cliente 677,PE,2024-11-29
CLI000678,95971898127,Cliente 678,GO,2025-03-12
CLI000679,99979377462,Cliente 679,GO,2025-05-26
CLI000680,82468914903,Cliente 680,GO,2024-03-12
CLI000681,12840731452,Cliente 681,SC,2023-01-06
CLI000682,69630126748,Cliente 682,PR,2023-07-22
CLI000683,27161838621,Cliente 683,PE,2023-08-11
CLI000684,72651895392,Cliente 684,ES,2024-07-12
CLI000685,88255900928,Cliente 685,RN,2023-03-08
CLI000686,42825666316,Cliente 686,ES,2023-01-26
CLI000687,55121003763,Cliente 687,RJ,2023-09-13
CLI000688,88627529171,Cliente 688,GO,2025-04-08
CLI000689,10259024100,Cliente 689,CE,2023-01-24
CLI000690,46030613469,Cliente 690,MG,2025-07-15
CLI000691,87416541921,Cliente 691,BA,2024-07-17
CLI000692,25996629116,Cliente 692,BA,2023-08-01
CLI000693,51951428460,Cliente 693,RN,2024-01-20
CLI000694,82712326835,Cliente 694,DF,2024-07-24
CLI000695,95836841159,Cliente 695,PE,2024-04-05
CLI000696,80108667482,Cliente 696,RS,2024-01-04
CLI000697,71361294350,Cliente 697,CE,2025-02-03
CLI000698,77412305437,Cliente 698,SC,2024-10-13
CLI000699,65752641986,Cliente 699,PE,2024-04-27
CLI000700,96570071667,Cliente 700,ES,2025-04-04
CLI000701,38539555421,Cliente 701,DF,2024-06-03
CLI000702,72032147330,Cliente 702,CE,2023-10-21
CLI000703,74534936756,Cliente 703,PA,2024-07-14
CLI000704,19318788801,Cliente 704,GO,2023-10-19
CLI000705,47368307811,Cliente 705,BA,2023-01-10
CLI000706,60050762339,Cliente 706,ES,2024-08-29
CLI000707,34105911258,Cliente 707,PA,2025-04-22
CLI000708,49130090245,Cliente 708,CE,2024-08-06
CLI000709,37851022083,Cliente 709,RN,2023-12-11
CLI000710,90729117333,Cliente 710,RJ,2023-04-28
CLI000711,70261538256,Cliente 711,DF,2023-12-26
CLI000712,87339732723,Cliente 712,BA,2024-09-26
CLI000713,50970163297,Cliente 713,MG,2024-02-26
CLI000714,41741260424,Cliente 714,GO,2025-07-30
CLI000715,70070521245,Cliente 715,CE,2023-06-27
CLI000716,10169765618,Cliente 716,RJ,2024-07-08
CLI000717,90929514836,Cliente 717,DF,2023-10-11
CLI000718,22973310171,Cliente 718,PR,2023-09-11
CLI000719,84984005652,Cliente 719,RN,2024-07-01
CLI000720,30972358039,Cliente 720,BA,2023-12-17
CLI000721,93774691779,Cliente 721,DF,2024-10-20
CLI000722,72060433221,Cliente 722,PE,2025-04-10
CLI000723,69142319904,Cliente 723,RS,2023-11-09
CLI000724,32072772761,Cliente 724,CE,2025-06-30
CLI000725,73291847458,Cliente 725,SC,2023-03-06
CLI000726,57928752961,Cliente 726,PR,2025-04-27
CLI000727,10756435512,Cliente 727,RJ,2024-06-24
CLI000728,15062357334,Cliente 728,BA,2024-12-01
CLI000729,67177172170,Cliente 729,PA,2023-03-09
CLI000730,30330676746,Cliente 730,BA,2024-09-28
CLI000731,51257094338,Cliente 731,ES,2025-07-18
CLI000732,90833516440,Cliente 732,SC,2023-11-25
CLI000733,92709489910,Cliente 733,BA,2025-04-08
CLI000734,63379494601,Cliente 734,MG,2025-06-24
CLI000735,61475835838,Cliente 735,PR,2024-10-26
CLI000736,30513492049,Cliente 736,GO,2024-02-17
CLI000737,54474333279,Cliente 737,DF,2023-06-27
CLI000738,73645677432,Cliente 738,PA,2025-01-10
CLI000739,35769387169,Cliente 739,DF,2024-06-22
CLI000740,43187967456,Cliente 740,SP,2023-04-15
CLI000741,83303290390,Cliente 741,CE,2023-06-13
CLI000742,60660844448,Cliente 742,BA,2025-03-03
CLI000743,73714465622,Cliente 743,CE,2023-03-05
CLI000744,35179667495,Cliente 744,AM,2023-07-07
CLI000745,58494352978,Cliente 745,MG,2024-08-27
CLI000746,34020868978,Cliente 746,AM,2024-06-10
CLI000747,67586633819,Cliente 747,BA,2025-04-07
CLI000748,66700842126,Cliente 748,ES,2025-01-13
CLI000749,49937832464,Cliente 749,CE,2025-05-08
CLI000750,60359956658,Cliente 750,ES,2024-11-27
CLI000751,70841497905,Cliente 751,SC,2025-05-12
CLI000752,31493660100,Cliente 752,AM,2024-03-12
CLI000753,20751620891,Cliente 753,SP,2024-06-21
CLI000754,57142371064,Cliente 754,PR,2023-07-12
CLI000755,71263235815,Cliente 755,CE,2023-11-09
CLI000756,72338652878,Cliente 756,AM,2024-04-25
CLI000757,46409891782,Cliente 757,AM,2025-07-03
CLI000758,88876250478,Cliente 758,MG,2023-12-23
CLI000759,66579313282,Cliente 759,SP,2025-07-30
CLI000760,53942705712,Cliente 760,DF,2023-03-12
CLI000761,66627105126,Cliente 761,RN,2023-02-23
CLI000762,91424333748,Cliente 762,RS,2024-08-14
CLI000763,63414104642,Cliente 763,DF,2024-05-09
CLI000764,66494509792,Cliente 764,SC,2024-04-02
CLI000765,82880680338,Cliente 765,MG,2024-04-03
CLI000766,11435234801,Cliente 766,GO,2023-08-20
CLI000767,87814660555,Cliente 767,PA,2023-06-17
CLI000768,69071657534,Cliente 768,CE,2024-07-09
CLI000769,89315984825,Cliente 769,AM,2024-03-10
CLI000770,18883634340,Cliente 770,SC,2024-05-01
CLI000771,50421241453,Cliente 771,SC,2024-10-31
CLI000772,15401743551,Cliente 772,ES,2025-01-08
CLI000773,80069934748,Cliente 773,RJ,2025-06-04
CLI000774,59994035370,Cliente 774,SP,2024-09-17
CLI000775,91879666681,Cliente 775,GO,2023-05-29
CLI000776,86234462653,Cliente 776,PR,2023-10-27
CLI000777,78627585832,Cliente 777,ES,2024-04-18
CLI000778,80216228554,Cliente 778,MG,2025-08-05
CLI000779,48782453935,Cliente 779,CE,2024-04-14
CLI000780,24750695999,Cliente 780,CE,2025-07-22
CLI000781,61168521354,Cliente 781,CE,2023-09-15
CLI000782,14194369747,Cliente 782,PA,2023-09-06
CLI000783,53997864595,Cliente 783,RN,2025-06-07
CLI000784,83567376907,Cliente 784,ES,2025-06-27
CLI000785,85112009608,Cliente 785,MG,2025-01-01
CLI000786,79635932619,Cliente 786,RJ,2025-07-28
CLI000787,79501404509,Cliente 787,SC,2024-10-29
CLI000788,23391888861,Cliente 788,DF,2023-09-12
CLI000789,27212117664,Cliente 789,AM,2023-09-26
CLI000790,91382870905,Cliente 790,AM,2023-05-14
CLI000791,54708207153,Cliente 791,PR,2025-04-03
CLI000792,77791918051,Cliente 792,ES,2023-04-23
CLI000793,20034124601,Cliente 793,AM,2023-03-17
CLI000794,43751551113,Cliente 794,RS,2023-10-08
CLI000795,71907206587,Cliente 795,ES,2025-08-07
CLI000796,40286715631,Cliente 796,CE,2024-02-13
CLI000797,35414277323,Cliente 797,SP,2023-04-18
CLI000798,69259956589,Cliente 798,BA,2024-06-24
CLI000799,45373039256,Cliente 799,DF,2023-07-01
CLI000800,19695470937,Cliente 800,PA,2025-04-08
CLI000801,24453934807,Cliente 801,BA,2025-04-24
CLI000802,29565894765,Cliente 802,AM,2024-01-17
CLI000803,38375307519,Cliente 803,MG,2024-01-17
CLI000804,43016834542,Cliente 804,PE,2024-05-17
CLI000805,30720611586,Cliente 805,RN,2024-05-24
CLI000806,66003297289,Cliente 806,AM,2023-12-16
CLI000807,79194575670,Cliente 807,PE,2025-03-07
CLI000808,71151491362,Cliente 808,DF,2023-11-01
CLI000809,66922437594,Cliente 809,PR,2025-05-11
CLI000810,43089293275,Cliente 810,DF,2023-09-05
CLI000811,76032996792,Cliente 811,SP,2024-12-13
CLI000812,14480500954,Cliente 812,SP,2024-07-16
CLI000813,54954081160,Cliente 813,RJ,2025-04-27
CLI000814,59929373049,Cliente 814,ES,2023-05-23
CLI000815,75841770220,Cliente 815,RN,2025-07-16
CLI000816,13160165218,Cliente 816,PA,2023-08-22
CLI000817,26077900521,Cliente 817,GO,2023-06-26
CLI000818,65705453490,Cliente 818,BA,2025-01-10
CLI000819,78940918191,Cliente 819,CE,2024-12-01
CLI000820,52218784902,Cliente 820,MG,2023-09-21
CLI000821,54173166324,Cliente 821,AM,2023-01-28
CLI000822,43297881998,Cliente 822,MG,2023-04-03
CLI000823,53067660858,Cliente 823,PE,2024-05-03
CLI000824,78629570618,Cliente 824,GO,2023-01-24
CLI000825,90401448584,Cliente 825,SC,2023-09-21
CLI000826,57799037873,Cliente 826,GO,2023-01-28
CLI000827,63138738806,Cliente 827,SC,2023-05-30
CLI000828,69831849120,Cliente 828,MG,2023-12-06
CLI000829,25714038957,Cliente 829,CE,2025-07-05
CLI000830,79757180827,Cliente 830,ES,2024-09-19
CLI000831,71233622885,Cliente 831,CE,2023-05-30
CLI000832,70197231741,Cliente 832,ES,2025-07-05
CLI000833,74064548001,Cliente 833,PR,2023-05-25
CLI000834,38514440840,Cliente 834,DF,2023-11-23
CLI000835,48170636651,Cliente 835,PA,2025-03-07
CLI000836,23213173730,Cliente 836,CE,2023-01-21
CLI000837,96104695394,Cliente 837,MG,2024-01-15
CLI000838,95462255767,Cliente 838,CE,2023-02-08
CLI000839,97988308574,Cliente 839,ES,2024-09-05
CLI000840,33153320744,Cliente 840,RS,2023-10-17
CLI000841,14799347289,Cliente 841,RN,2023-03-01
CLI000842,34858691996,Cliente 842,AM,2024-07-02
CLI000843,60405822404,Cliente 843,PE,2023-02-05
CLI000844,34637374853,Cliente 844,PR,2025-04-05
CLI000845,72553929996,Cliente 845,GO,2024-07-14
CLI000846,59486888439,Cliente 846,BA,2024-08-02
CLI000847,65522253358,Cliente 847,MG,2025-06-19
CLI000848,39739762277,Cliente 848,RN,2024-06-02
CLI000849,12678539405,Cliente 849,RJ,2023-12-29
CLI000850,31309453970,Cliente 850,DF,2023-11-20
CLI000851,27884944602,Cliente 851,PE,2023-06-25
CLI000852,29229349717,Cliente 852,DF,2023-02-08
CLI000853,17407032970,Cliente 853,AM,2024-10-24
CLI000854,46705516214,Cliente 854,PE,2023-07-25
CLI000855,42729925981,Cliente 855,PE,2025-05-24
CLI000856,97252520341,Cliente 856,BA,2025-04-15
CLI000857,53723048938,Cliente 857,RN,2024-03-25
CLI000858,72179005997,Cliente 858,ES,2024-12-04
CLI000859,36531133489,Cliente 859,RN,2025-03-22
CLI000860,30631693570,Cliente 860,MG,2023-05-21
CLI000861,83931452886,Cliente 861,RN,2024-01-30
CLI000862,67639610967,Cliente 862,PR,2023-02-07
CLI000863,29543988745,Cliente 863,PE,2025-07-20
CLI000864,82655210033,Cliente 864,PE,2025-07-11
CLI000865,69080109890,Cliente 865,BA,2024-10-02
CLI000866,45737932739,Cliente 866,PE,2023-03-03
CLI000867,82926859490,Cliente 867,MG,2024-04-13
CLI000868,37952650547,Cliente 868,MG,2024-07-20
CLI000869,73827133810,Cliente 869,PA,2023-04-17
CLI000870,64936667885,Cliente 870,CE,2024-07-28
CLI000871,12350696052,Cliente 871,RN,2024-11-29
CLI000872,44114850000,Cliente 872,CE,2024-04-28
CLI000873,27948427509,Cliente 873,SP,2024-09-06
CLI000874,57135768608,Cliente 874,PE,2023-12-08
CLI000875,52723797973,Cliente 875,PA,2025-01-14
CLI000876,31593847649,Cliente 876,SP,2023-06-15
CLI000877,55052662829,Cliente 877,BA,2023-02-26
CLI000878,81772673817,Cliente 878,RJ,2024-02-22
CLI000879,33329950751,Cliente 879,SP,2024-05-16
CLI000880,30219320925,Cliente 880,PE,2024-09-22
CLI000881,99936943226,Cliente 881,CE,2023-03-01
CLI000882,53500977396,Cliente 882,RS,2023-03-04
CLI000883,54193125037,Cliente 883,PE,2024-11-01
CLI000884,66142464281,Cliente 884,PE,2023-12-20
CLI000885,45292219152,Cliente 885,SP,2025-01-17
CLI000886,24882137035,Cliente 886,SC,2023-06-10
CLI000887,13200268082,Cliente 887,PA,2025-02-15
CLI000888,18012125214,Cliente 888,PR,2024-07-05
CLI000889,36897082247,Cliente 889,GO,2023-11-05
CLI000890,86426641140,Cliente 890,PR,2024-01-14
CLI000891,89710183188,Cliente 891,PE,2024-11-25
CLI000892,87982805090,Cliente 892,AM,2024-12-01
CLI000893,65075296105,Cliente 893,DF,2023-08-02
CLI000894,88440388656,Cliente 894,AM,2023-06-26
CLI000895,81451530174,Cliente 895,SC,2024-07-08
CLI000896,91668580957,Cliente 896,PA,2024-04-26
CLI000897,45259962680,Cliente 897,AM,2023-12-05
CLI000898,62051593508,Cliente 898,RS,2024-02-24
CLI000899,26407270380,Cliente 899,GO,2025-02-07
CLI000900,94979312865,Cliente 900,SP,2024-05-02
CLI000901,88878837126,Cliente 901,ES,2025-06-14
CLI000902,67300028301,Cliente 902,MG,2024-05-23
CLI000903,20768593150,Cliente 903,BA,2023-12-19
CLI000904,55167598239,Cliente 904,AM,2023-02-15
CLI000905,80165743928,Cliente 905,BA,2025-04-24
CLI000906,41551946714,Cliente 906,ES,2023-03-30
CLI000907,95551121429,Cliente 907,GO,2023-10-29
CLI000908,36189325326,Cliente 908,MG,2023-04-28
CLI000909,65471306467,Cliente 909,DF,2023-04-22
CLI000910,42503565693,Cliente 910,RN,2024-03-21
CLI000911,53328331897,Cliente 911,BA,2023-12-27
CLI000912,21099942963,Cliente 912,RJ,2025-07-25
CLI000913,89639484630,Cliente 913,ES,2024-12-09
CLI000914,74695898755,Cliente 914,PE,2023-10-02
CLI000915,49435487657,Cliente 915,ES,2024-06-19
CLI000916,45070277053,Cliente 916,CE,2024-09-09
CLI000917,26747789646,Cliente 917,GO,2024-04-18
CLI000918,80263007406,Cliente 918,RJ,2023-03-04
CLI000919,69666204937,Cliente 919,CE,2023-05-20
CLI000920,53523564369,Cliente 920,MG,2023-11-27
CLI000921,57231422167,Cliente 921,CE,2023-12-17
CLI000922,96750313766,Cliente 922,RN,2025-05-20
CLI000923,82338593000,Cliente 923,CE,2024-04-01
CLI000924,64782183044,Cliente 924,ES,2023-12-14
CLI000925,19491561688,Cliente 925,BA,2023-08-30
CLI000926,97521797478,Cliente 926,GO,2023-10-13
CLI000927,83845608471,Cliente 927,RS,2024-08-12
CLI000928,35027651443,Cliente 928,RN,2024-04-04
CLI000929,33967783335,Cliente 929,PA,2025-03-29
CLI000930,94620907563,Cliente 930,ES,2023-09-21
CLI000931,24508567471,Cliente 931,AM,2024-03-16
CLI000932,74920422719,Cliente 932,PE,2023-02-25
CLI000933,72309428752,Cliente 933,RJ,2024-11-04
CLI000934,42851880923,Cliente 934,PE,2025-07-27
CLI000935,59467180571,Cliente 935,BA,2024-02-15
CLI000936,78685754474,Cliente 936,MG,2024-08-06
CLI000937,35074826560,Cliente 937,PA,2025-02-04
CLI000938,27856164291,Cliente 938,GO,2025-04-28
CLI000939,78918172164,Cliente 939,RS,2024-04-17
CLI000940,45510350079,Cliente 940,RN,2023-04-01
CLI000941,21723990018,Cliente 941,SC,2024-11-17
CLI000942,44085193844,Cliente 942,SC,2023-06-20
CLI000943,82821901735,Cliente 943,DF,2023-01-06
CLI000944,35212878277,Cliente 944,BA,2024-03-09
CLI000945,72916994582,Cliente 945,DF,2023-09-05
CLI000946,75883193533,Cliente 946,MG,2025-06-18
CLI000947,37138750733,Cliente 947,BA,2025-03-31
CLI000948,72454996217,Cliente 948,BA,2024-10-01
CLI000949,84192019673,Cliente 949,CE,2025-04-01
CLI000950,38772700373,Cliente 950,RS,2023-09-25
CLI000951,95572344244,Cliente 951,BA,2025-04-05
CLI000952,64179933882,Cliente 952,PA,2024-05-03
CLI000953,24926657935,Cliente 953,AM,2024-12-08
CLI000954,93128433551,Cliente 954,AM,2024-11-13
CLI000955,98027282574,Cliente 955,GO,2025-05-27
CLI000956,55904915008,Cliente 956,AM,2025-07-10
CLI000957,83693559863,Cliente 957,CE,2024-11-03
CLI000958,74476663340,Cliente 958,CE,2023-11-27
CLI000959,14491940629,Cliente 959,BA,2024-08-01
CLI000960,47526697585,Cliente 960,PR,2024-04-04
CLI000961,54929560090,Cliente 961,SC,2024-12-12
CLI000962,38018073214,Cliente 962,SC,2023-03-08
CLI000963,46892249453,Cliente 963,ES,2023-02-20
CLI000964,18881491892,Cliente 964,PE,2024-11-15
CLI000965,81786441572,Cliente 965,SC,2025-07-03
CLI000966,62174307570,Cliente 966,PE,2025-08-06
CLI000967,78633336593,Cliente 967,ES,2024-12-29
CLI000968,40932938675,Cliente 968,GO,2024-06-01
CLI000969,79775112556,Cliente 969,RJ,2025-03-15
CLI000970,15799528403,Cliente 970,PA,2025-01-06
CLI000971,59427253549,Cliente 971,RS,2025-03-23
CLI000972,22041731749,Cliente 972,CE,2025-07-28
CLI000973,60657209209,Cliente 973,RN,2025-05-31
CLI000974,43837393158,Cliente 974,BA,2024-06-10
CLI000975,43242618329,Cliente 975,MG,2025-07-21
CLI000976,10695319427,Cliente 976,ES,2023-01-13
CLI000977,11747814120,Cliente 977,PR,2025-06-21
CLI000978,99563724094,Cliente 978,GO,2025-05-20
CLI000979,12198470441,Cliente 979,BA,2025-03-14
CLI000980,74824869037,Cliente 980,ES,2025-02-21
CLI000981,53104887770,Cliente 981,RJ,2025-04-17
CLI000982,55484086750,Cliente 982,AM,2025-04-13
CLI000983,31608586573,Cliente 983,GO,2025-03-06
CLI000984,82619868596,Cliente 984,SP,2024-11-30
CLI000985,20031458883,Cliente 985,PA,2025-05-14
CLI000986,35236005906,Cliente 986,PR,2023-01-12
CLI000987,19893556736,Cliente 987,RN,2025-01-25
CLI000988,51516514991,Cliente 988,SP,2024-06-20
CLI000989,72562510789,Cliente 989,PE,2023-12-16
CLI000990,67447532654,Cliente 990,PA,2025-01-27
CLI000991,12557316464,Cliente 991,AM,2025-05-13
CLI000992,12585710692,Cliente 992,AM,2024-01-21
CLI000993,78361979699,Cliente 993,BA,2024-11-19
